"PLOTID","longitude","latitude","SIZEM","SHAPE","FLAGGED","ANALYSES","SAMPLEPOINTS","USERID","BUILTSURFACE","BUILTVEGNONTREE","BUILTTREE","MINING","MUDFLATBEACH","BARRENOTHER","TREEPLANTATIONORCHARD","TREEMANGROVE","TREEOTHER","SHRUB","GRASS","CROP","AQUACULTUREPOND","AQUATICVEGOTHER","WATER","SNOWICE","UNKNOWN","OTHER"
309,103.5236813,20.50275292,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,100.5926563,21.03335207,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,106.1248473,14.61669965,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,101.6695094,19.5539697,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,105.5262762,14.36488988,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,104.3035616,18.84800303,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,101.7895546,20.02611301,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,103.1578087,20.66463063,30,"square","false",1,25,"awahome@rcmrd.org",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,105.5571039,16.9819128,30,"square","false",1,25,"liliwangui@gmail.com",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
318,106.0002545,16.46030686,30,"square","false",1,25,"admin@sig-gis.com",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
319,107.2699317,16.04661939,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,101.6505559,20.10705186,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,107.0932465,15.76783001,30,"square","false",1,25,"tm0085@uah.edu",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
322,104.5794441,17.66089985,30,"square","false",1,25,"lee.ellenburg@nasa.gov",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
323,103.8153313,18.72659475,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,105.451311,17.75532851,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,105.4617012,18.10606355,30,"square","false",1,25,"nguyen.quyen@adpc.net",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
326,101.6580319,20.08906545,30,"square","false",1,25,"liliwangui@gmail.com",0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,40
327,103.8754243,20.78603891,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,103.9597825,20.18799072,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,100.1471152,20.34537182,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,105.8592918,16.05111599,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,106.4219201,15.10682937,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,104.8447967,20.02161641,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,102.5598063,18.84800303,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,101.3726336,19.26169051,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,103.0098607,20.21497033,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,101.8488408,20.66912723,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,104.7970383,17.66989306,30,"square","false",1,25,"lee.ellenburg@nasa.gov",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
338,101.7001497,20.86248116,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,106.8960497,15.17877502,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,102.6436118,21.33012787,30,"square","false",1,25,"guest",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
341,104.0735199,19.19424146,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,105.4085295,14.25247481,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,104.9677859,16.93694678,30,"square","false",1,25,"mirmatin@gmail.com",0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,40
344,101.3872097,18.98290112,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,106.7112541,15.07085655,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,106.8221273,15.74984359,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,102.3372915,18.6456559,30,"square","false",1,25,"nguyen.quyen@adpc.net",20,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,104.3276145,19.83275908,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,104.4007178,19.80577946,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,101.7724798,20.58369178,30,"square","false",1,25,"mirmatin@gmail.com",0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,32
351,102.6612988,19.67987458,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,102.2463736,19.83725569,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,106.3103098,16.70762002,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,107.2823192,15.94769412,30,"square","false",1,25,"liliwangui@gmail.com",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
355,100.5318655,20.43530388,30,"square","false",1,25,"tm0085@uah.edu",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
356,102.7171098,20.32288881,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,102.6295809,19.07732978,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,101.1973733,20.08007225,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,102.4975477,20.51174613,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,105.0200601,18.55572384,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,102.5903027,20.97489623,30,"square","false",1,25,"kabir.uddin.bd@icimod.org",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
362,101.7280073,19.99014019,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,106.329262,15.50253043,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,106.4741483,14.66616228,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,105.9888753,16.47379667,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,106.0032605,14.50878118,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,106.4720521,16.18151748,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,103.3204178,19.50900367,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,104.5138474,18.21398202,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,106.9527575,15.11582258,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,103.7177816,19.58544592,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,102.8808863,18.55572384,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,102.8220527,18.65464911,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,103.5616562,19.74282702,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,106.8681994,15.56997947,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,101.359107,18.08807713,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,101.8260028,19.90470473,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,104.7513291,18.68162872,30,"square","false",1,25,"aekkapol.a@adpc.net",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
379,102.7509047,18.88847246,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,105.8933916,17.33264784,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,102.7151449,21.5279784,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,103.1065934,18.59169666,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,102.4166893,19.36960898,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,103.8581984,19.94067755,30,"square","true",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,102.0637958,18.53773743,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,102.7929555,19.27068371,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,102.3610436,18.61417968,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,107.10217,14.73361132,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,100.6718164,20.11154847,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,105.7642974,14.850523,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,102.0612119,21.32563127,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,102.8226886,19.08182639,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,101.8077831,20.85798456,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,106.5484869,14.83703319,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,102.6742655,20.95690982,30,"square","false",1,25,"nguyen.quyen@adpc.net",0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
396,103.01652,20.58369178,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,104.0478637,20.34087522,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,104.9987024,17.87673679,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,101.9167873,19.2482007,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,101.4565802,20.62865781,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,102.8739974,18.96491471,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,106.5246796,15.08884296,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,103.4768614,18.7940438,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,101.4787568,18.43881216,30,"square","true",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,106.1589621,15.49803383,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,106.8694542,14.83703319,30,"square","false",1,25,"nguyen.quyen@adpc.net",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
407,105.8093327,14.74260453,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,106.3011923,15.52051684,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,105.4634961,16.35238839,30,"square","false",1,25,"chekwarat@gmail.com",0,0,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0
410,106.6585766,15.41709497,30,"square","false",1,25,"lee.ellenburg@nasa.gov",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
411,103.7044834,19.59443913,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,106.7299629,15.23723086,30,"square","false",1,25,"nguyen.quyen@adpc.net",0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
413,105.7188066,14.81455018,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,106.7816288,15.20125803,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,105.9391471,15.6149455,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,106.4249336,15.73185718,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,106.6092203,15.66440814,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,106.7854469,15.28219689,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,106.0628275,15.65541493,30,"square","false",1,25,"admin@sig-gis.com",0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
420,105.6391785,16.2174903,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,106.4480963,15.65991153,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,106.9179329,14.75609434,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,106.7223147,15.3046799,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,105.9751967,15.42159158,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,106.7028231,15.43058478,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,106.0148828,15.41709497,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,104.8651072,17.19774975,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,105.9273075,13.95120241,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,106.6958474,15.42608818,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,105.5442554,16.40634763,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,105.7839263,14.53576079,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,105.5418169,16.40185102,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,105.9365449,15.03938033,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,106.0138186,15.63293192,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,106.1843583,15.73635378,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,106.1373097,16.01963977,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,106.2641359,15.81729264,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,106.5395824,14.73361132,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,105.9680806,14.98092449,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,106.3220077,15.65991153,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,106.0981668,15.52501345,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,106.3546858,15.6059523,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,105.8622864,15.56548287,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,105.7677438,16.20400049,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,106.1425632,15.51152364,30,"square","false",1,25,"tm0085@uah.edu",0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0
446,105.9963261,16.15004126,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,105.6344955,16.2174903,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,101.7894845,19.36511237,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,106.4376794,14.57173362,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,105.4368764,15.78131981,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,105.9675816,14.90448224,30,"square","false",1,25,"tm0085@uah.edu",0,0,0,0,0,0,0,0,84,0,16,0,0,0,0,0,0,0
452,106.2450904,15.73635378,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,105.497595,16.13655145,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,106.920754,14.94045506,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,106.6888204,14.90448224,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,105.947115,15.94319752,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,106.0806857,14.07261069,30,"square","false",1,25,"lee.ellenburg@nasa.gov",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
458,104.8390256,17.19325314,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,105.9164971,15.47105421,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,105.8658785,15.39011536,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,105.6755933,16.14554465,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,105.82413,14.71562491,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,101.6672567,18.26794125,30,"square","false",1,25,"guest",0,0,0,0,0,0,0,0,24,0,76,0,0,0,0,0,0,0
464,105.9958133,15.47105421,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,106.7893706,15.38112215,30,"square","false",1,25,"aekkapol.a@adpc.net",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
466,106.4414284,14.59871324,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,106.7758895,15.3091765,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,107.1389168,14.75159774,30,"square","false",1,25,"liliwangui@gmail.com",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
469,105.8459694,15.56098627,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,106.122269,14.77408075,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,100.19077,20.55221556,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,106.1567009,15.48454402,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,105.9271831,15.32716292,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,106.0973927,16.00614996,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,105.434455,16.14104805,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,106.5957994,15.38561875,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,105.4098745,16.47829327,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,105.6881392,16.20400049,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,105.9384103,15.06186334,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,105.6716816,16.19950389,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,104.2052359,18.02962129,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,106.1097563,14.80555697,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,106.1306035,15.72286398,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,101.5009471,18.45230197,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,106.1702833,15.70937417,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,106.0584774,15.52951005,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,105.8486257,15.50253043,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,106.3990472,15.64642173,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,105.7879527,14.37837969,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,105.7823823,16.23997332,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,106.4315493,14.61669965,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,107.1386738,14.86401281,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,106.0170344,15.43957799,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,105.8756861,15.34514933,30,"square","false",1,25,"tm0085@uah.edu",0,0,0,0,0,0,0,0,36,0,64,0,0,0,0,0,0,0
495,106.3149931,15.61944211,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,106.8920822,15.12481578,30,"square","false",1,25,"nguyen.quyen@adpc.net",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
497,106.3906412,15.86225867,30,"square","false",1,25,"nguyen.quyen@adpc.net",0,0,0,0,0,0,0,0,44,56,0,0,0,0,0,0,0,0
498,105.7883272,15.97017714,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,104.8890323,17.20674295,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,106.649717,15.34514933,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,105.8689569,15.32266631,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,106.0838896,15.72286398,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,106.311323,14.59871324,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,105.8728559,15.21025124,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,106.4364043,15.64642173,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,102.3387211,18.29042427,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,105.78287,14.6976385,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,106.897525,15.07085655,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,105.760213,15.01240071,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,106.1679267,15.69588436,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,106.7143252,15.47105421,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,105.881472,15.47555081,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,105.8956157,15.10682937,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,105.9395933,15.50702703,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,105.5733871,15.99715676,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,105.8411622,16.25346313,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,105.8960635,15.40360517,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,106.3056773,15.67340134,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,105.9842441,15.4575644,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,106.7661649,15.36313574,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,105.8911051,14.52676759,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
